geoname;latitud;longitud
3428005;-3.283.981;-5.946.764
3428006;-331.506;-5.852.177
3428007;-329.115;-5.914.099
3428008;-3.247.127;-5.976.635
3428009;-3.238.481;-5.976.269
3428010;-3.013.619;-590.536
3428011;-2.940.419;-5.857.265
3428012;-3.352.755;-590.637
3428013;-3.258.777;-5.977.103
3428014;-3.196.365;-5.919.165
3428015;-3.171.874;-5.924.979
3428016;-3.153.425;-5.920.051
3428017;-3.097.527;-58.517
3428018;-3.066.401;-5.884.507
3428019;-299.825;-5.891.954
3428020;-2.940.254;-5.860.265
3428021;-2.938.602;-5.805.313
3428022;-2.894.616;-5.766.052
3428023;-3.008.671;-5.878.777
3428024;-3.027.414;-5.939.683
3428025;-29.7;-5.946.667
3428026;-2.911.139;-5.696.614
3428027;-2.507.449;-5.931.724
3428028;-2.506.946;-5.932.634
3428029;-2.519.315;-581.772
3428030;-2.530.785;-5.991.713
3428031;-2.668.115;-5.958.006
3428032;-2.683.333;-59.5
3428033;-2.756.572;-5.501.976
3428034;-3.021.871;-5.956.133
3428035;-2.988.449;-5.911.517
3428036;-2.838.333;-5.588.333
3428037;-2.971.843;-5.807.799
3428038;-2.887.394;-5.674.932
3428039;-2.796.667;-5.631.667
3428040;-279.703;-5.632.536
3428041;-3.220.396;-5.980.073
3428042;-3.103.619;-5.958.495
3428043;-3.056.499;-5.805.274
3428044;-3.021.923;-59.319
3428045;-2.979.836;-5.801.788
3428046;-2.961.004;-5.772.554
3428047;-294.497;-5.777.522
3428048;-2.896.176;-5.788.374
3428049;-2.791.667;-5.633.333
3428050;-3.468.324;-5.835.117
3428051;-2.934.689;-5.797.415
3428052;-2.893.079;-5.759.535
3428053;-3.174.145;-5.855.974
3428054;-2.856.749;-5.712.041
3428055;-3.048.697;-5.902.807
3428056;-3.508.333;-58.5
3428057;-3.501.053;-5.842.439
3428058;-3.663.333;-5.681.667
3428059;-3.500.111;-5.849.308
3428060;-3.410.896;-5.931.586
3428061;-3.284.926;-585.942
3428062;-3.138.819;-5.879.591
3428063;-3.008.643;-5.817.043
3428064;-2.799.362;-5.611.454
3428065;-2.795.286;-561.566
3428066;-3.503.333;-5.733.333
3428067;-350.249;-5.842.409
3428068;-2.661.667;-5.413.333
3428069;-2.816.496;-5.652.706
3428070;-28.25;-56.25
3428071;-2.854.939;-5.604.077
3428072;-2.852.717;-561.093
3428073;-3.618.634;-5.866.901
3428074;-2.759.442;-5.598.264
3428075;-3.460.379;-585.461
3428076;-25.7;-5.821.667
3428077;-3.546.075;-5.748.687
3428078;-2.528.308;-5.961.534
3428079;-2.714.132;-5.540.867
3428080;-3.278.441;-5.939.938
3428081;-2.758.984;-5.596.842
3428082;-3.728.899;-5.745.865
3428083;-3.070.866;-5.909.162
3428084;-2.950.682;-5.734.215
3428085;-2.510.797;-5.904.606
3428086;-2.468.031;-5.926.321
3428087;-3.896.667;-5.881.667
3428088;-2.793.688;-5.704.713
3428089;-367.259;-5.759.184
3428090;-362.725;-5.971.765
3428091;-359.699;-5.877.068
3428092;-359.798;-5.818.482
3428093;-3.249.979;-5.921.078
3428094;-2.887.339;-5.841.102
3428095;-2.780.952;-5.708.276
3428096;-277.905;-5.626.075
3428097;-2.558.715;-5.433.101
3428098;-3.671.014;-575.857
3428099;-2.563.333;-54.25
3428100;-2.868.049;-5.884.706
3428101;-3.705.564;-5.928.237
3428102;-3.560.955;-5.767.049
3428103;-36.7;-5.756.667
3428104;-2.942.066;-5.888.853
3428105;-2.941.667;-5.891.667
3428106;-35.5;-5.741.667
3428107;-3.558.201;-5.916.266
3428108;-2.878.371;-5.871.556
3428109;-2.878.333;-5.871.667
3428110;-348.334;-579.268
3428111;-3.483.274;-5.792.672
3428112;-3.484.322;-5.787.962
3428113;-34.62;-5.837.122
3428114;-2.923.535;-5.701.734
3428115;-2.815.219;-5.655.823
3428116;-2.761.569;-5.615.212
3428117;-281.658;-5.643.799
3428118;-2.780.792;-560.686
3428119;-35.694;-5.781.354
3428120;-303.274;-5.912.509
3428121;-2.804.891;-5.643.294
3428122;-28.05;-5.641.667
3428123;-3.654.131;-5.670.105
3428124;-2.556.667;-5.876.667
3428125;-3.653.333;-5.671.667
3428126;-3.673.504;-5.686.507
3428127;-3.653.939;-5.922.058
3428128;-3.602.916;-5.861.891
3428129;-35.2;-5.856.667
3428130;-3.281.865;-5.918.502
3428131;-3.162.091;-5.905.115
3428132;-3.113.738;-5.828.904
3428133;-3.053.456;-5.897.197
3428134;-295.907;-5.713.138
3428135;-2.940.789;-5.789.933
3428136;-2.923.277;-5.875.971
3428137;-2.911.969;-5.818.863
3428138;-2.801.801;-5.802.782
3428139;-2.630.527;-5.963.589
3428140;-3.679.962;-5.793.969
3428141;-2.762.268;-5.638.385
3428142;-3.046.104;-5.863.112
3428143;-3.101.346;-5.978.182
3428144;-3.053.209;-5.863.647
3428145;-27.95;-5.726.667
3428146;-2.827.045;-5.804.841
3428147;-356.938;-5.870.535
3428148;-3.574.462;-5.805.626
3428149;-2.979.799;-592.136
3428150;-3.612.108;-5.844.643
3428151;-2.508.534;-5.999.655
3428152;-3.556.015;-5.879.843
3428153;-3.848.558;-5.978.478
3428154;-3.805.857;-5.966.676
3428155;-3.743.021;-5.941.031
3428156;-3.630.931;-5.963.976
3428157;-3.610.836;-5.908.512
3428158;-3.568.333;-5.916.667
3428159;-3.538.374;-580.515
3428160;-3.526.636;-5.764.867
3428161;-3.518.993;-5.826.455
3428162;-3.317.379;-5.927.542
3428163;-329.272;-5.965.086
3428164;-3.261.667;-5.938.333
3428165;-3.217.826;-5.861.958
3428166;-3.194.678;-5.914.981
3428167;-316.049;-5.903.496
3428168;-3.093.101;-5.893.509
3428169;-3.064.952;-583.617
3428170;-298.087;-5.940.657
3428171;-2.936.043;-5.751.044
3428172;-2.897.285;-5.660.882
3428173;-28.9;-56.95
3428174;-2.862.642;-5.681.746
3428175;-2.838.645;-5.633.346
3428176;-2.831.667;-5.638.333
3428177;-2.744.007;-561.056
3428178;-2.728.333;-5.821.667
3428179;-3.189.789;-5.866.573
3428180;-3.613.529;-5.973.203
3428181;-2.895.956;-5.657.792
3428182;-2.826.318;-5.811.891
3428183;-3.765.283;-5.783.996
3428184;-3.741.667;-5.773.333
3428185;-3.598.333;-5.768.333
3428186;-35.55;-57.8
3428187;-25.35;-5.971.667
3428188;-2.861.667;-5.681.667
3428189;-38.55;-60
3428190;-3.707.472;-5.943.613
3428191;-3.526.667;-57.25
3428192;-3.062.812;-5.936.278
3428193;-3.058.204;-5.818.236
3428194;-29.7;-5.943.333
3428195;-293.714;-5.914.499
3428196;-273.921;-5.606.801
3428197;-3.763.333;-5.848.333
3428198;-2.751.957;-5.472.872
3428199;-2.584.158;-598.611
3428200;-3.776.667;-5.828.333
3428201;-3.776.667;-5.831.667
3428202;-3.681.766;-5.766.051
3428203;-2.844.031;-5.671.001
3428204;-2.864.267;-5.674.356
3428205;-3.388.139;-5.997.228
3428206;-3.738.902;-57.496
3428207;-3.705.058;-574.939
3428208;-3.162.127;-5.918.104
3428209;-3.004.261;-579.024
3428210;-2.816.758;-5.880.802
3428211;-31.241;-5.826.049
3428212;-328.755;-5.841.783
3428213;-3.077.392;-5.893.627
3428214;-303.435;-5.854.521
3428215;-2.786.667;-56.85
3428216;-2.558.507;-5.865.033
3428217;-251.352;-5.917.865
3428218;-2.505.876;-580.113
3428219;-3.790.821;-5.833.105
3428220;-3.751.667;-5.821.667
3428221;-3.739.192;-5.749.831
3428222;-3.677.283;-572.847
3428223;-3.670.121;-5.743.978
3428224;-36.5;-5.781.667
3428225;-3.593.019;-5.826.501
3428226;-35.85;-5.783.333
3428227;-3.551.631;-5.870.432
3428228;-3.546.667;-5.763.333
3428229;-3.520.591;-5.813.242
3428230;-3.289.049;-5.934.574
3428231;-32.7;-59.95
3428232;-3.243.717;-5.832.693
3428233;-3.237.997;-5.859.639
3428234;-3.213.402;-5.824.794
3428235;-3.207.445;-5.990.487
3428236;-3.145.677;-5.988.146
3428237;-3.096.166;-5.919.446
3428238;-3.087.376;-5.906.669
3428239;-3.062.575;-5.818.946
3428240;-3.058.818;-5.871.621
3428241;-2.986.811;-5.766.296
3428242;-2.976.036;-5.822.364
3428243;-2.965.204;-5.906.554
3428244;-2.935.909;-5.707.128
3428245;-2.919.088;-5.803.142
3428246;-2.905.192;-5.668.876
3428247;-2.826.667;-5.773.333
3428248;-2.817.621;-5.600.905
3428249;-2.814.898;-5.608.499
3428250;-2.811.327;-564.856
3428251;-2.811.667;-5.623.333
3428252;-28.1;-5.648.333
3428253;-2.793.185;-5.549.809
3428254;-2.753.702;-5.661.577
3428255;-2.624.517;-5.976.614
3428256;-2.534.899;-5.772.567
3428257;-2.487.142;-5.948.559
3428258;-2.678.117;-599.448
3428259;-3.739.534;-5.763.041
3428260;-2.809.339;-5.613.514
3428261;-3.236.331;-5.851.242
3428262;-2.796.746;-553.505
3428263;-3.823.427;-5.856.757
3428264;-279.349;-5.540.742
3428265;-3.794.428;-5.863.387
3428266;-3.715.621;-5.885.904
3428267;-3.705.089;-5.864.257
3428268;-3.656.347;-5.835.541
3428269;-3.471.667;-5.968.333
3428270;-3.436.667;-5.961.667
3428271;-34.15;-5.953.333
3428272;-308.405;-586.007
3428273;-3.588.494;-5.770.309
3428274;-3.222.681;-5.901.808
3428275;-3.176.806;-5.973.049
3428276;-3.125.686;-5.883.738
3428277;-2.869.809;-5.613.794
3428278;-2.907.836;-5.923.673
3428279;-2.815.284;-5.818.264
3428280;-2.770.092;-5.750.001
3428281;-3.771.667;-5.788.333
3428282;-3.627.856;-5.738.621
3428283;-3.087.942;-5.852.519
3428284;-275.135;-5.723.742
3428285;-2.983.333;-5.946.667
3428286;-3.387.863;-5.987.617
3428287;-2.898.746;-5.910.287
3428288;-2.768.333;-57.4
3428289;-3.086.227;-5.920.009
3428290;-3.581.667;-5.781.667
3428291;-3.676.853;-5.945.342
3428292;-307.021;-5.849.174
3428293;-2.871.202;-5.694.326
3428294;-2.817.171;-5.755.618
3428295;-3.229.218;-5.874.631
3428296;-3.170.314;-5.896.973
3428297;-3.135.419;-5.832.988
3428298;-3.047.181;-5.944.844
3428299;-3.040.898;-5.818.009
3428300;-2.894.498;-5.674.482
3428301;-2.893.333;-5.673.333
3428302;-3.279.968;-5.829.302
3428303;-2.662.427;-5.827.889
3428304;-2.745.031;-5.750.782
3428305;-382.336;-5.965.701
3428306;-3.814.181;-5.772.611
3428307;-3.590.985;-5.809.635
3428308;-3.276.667;-59.5
3428309;-3.200.061;-5.980.915
3428310;-2.857.402;-5.655.543
3428311;-2.746.102;-575.286
3428312;-2.739.584;-5.759.902
3428313;-3.752.829;-5.883.078
3428314;-3.589.264;-5.808.721
3428315;-3.716.275;-5.917.616
3428316;-2.858.333;-56.55
3428317;-3.593.333;-5.786.667
3428318;-3.225.659;-5.939.535
3428319;-2.886.004;-5.858.742
3428320;-3.570.427;-58.183
3428321;-3.569.614;-5.789.921
3428322;-3.291.667;-5.956.667
3428323;-3.116.707;-593.232
3428324;-3.073.809;-5.934.476
3428325;-2.752.436;-5.585.739
3428326;-3.781.965;-5.904.125
3428327;-2.751.667;-55.85
3428328;-38.05;-58.15
3428329;-2.953.333;-5.901.667
3428330;-328.612;-5.903.264
3428331;-3.651.017;-5.950.823
3428332;-3.531.586;-5.841.918
3428333;-288.543;-5.789.431
3428334;-3.660.986;-5.884.658
3428335;-3.020.681;-5.807.238
3428336;-3.071.667;-5.783.333
3428337;-2.930.825;-5.687.324
3428338;-2.759.058;-5.589.446
3428339;-2.973.579;-577.636
3428340;-2.923.315;-5.692.833
3428341;-276.702;-5.690.647
3428342;-2.758.333;-5.788.333
3428343;-2.583.539;-5.797.239
3428344;-2.516.172;-5.934.057
3428345;-3.788.585;-5.953.074
3428346;-3.766.487;-5.995.543
3428347;-3.765.224;-5.851.042
3428348;-368.564;-5.780.741
3428349;-3.644.146;-5.954.658
3428350;-3.620.329;-5.871.924
3428351;-3.538.333;-5.901.667
3428352;-350.652;-5.872.332
3428353;-3.116.078;-5.838.334
3428354;-3.031.839;-5.813.123
3428355;-2.981.667;-5.933.333
3428356;-2.909.718;-5.886.485
3428357;-2.786.667;-5.581.667
3428358;-3.784.648;-5.750.512
3428359;-3.094.432;-5.978.832
3428360;-3.785.821;-5.751.517
3428361;-34.8;-59.5
3428362;-2.923.333;-5.691.667
3428363;-2.568.333;-58.8
3428364;-374.129;-5.743.111
3428365;-2.778.333;-56.25
3428366;-3.065.701;-5.820.186
3428367;-304.206;-5.952.126
3428368;-2.896.226;-5.733.831
3428369;-3.443.157;-5.902.747
3428370;-3.406.089;-5.955.652
3428371;-3.245.981;-593.801
3428372;-38;-5.973.333
3428373;-3.783.333;-57.5
3428374;-2.858.807;-5.853.325
3428375;-3.846.667;-5.893.333
3428376;-3.825.183;-5.788.767
3428377;-3.811.667;-5.846.667
3428378;-3.800.802;-5.973.031
3428379;-3.633.212;-5.737.227
3428380;-3.471.627;-589.913
3428381;-3.257.013;-5.881.346
3428382;-3.247.548;-5.857.113
3428383;-3.062.137;-5.832.473
3428384;-2.910.375;-5.763.425
3428385;-2.729.894;-5.942.987
3428386;-3.634.691;-572.923
3428387;-3.527.732;-5.928.419
3428388;-2.958.333;-5.938.333
3428389;-288.696;-5.739.503
3428390;-2.454.352;-5.959.462
3428391;-3.750.275;-5.732.112
3428392;-3.688.333;-59.9
3428393;-3.657.724;-5.744.671
3428394;-3.630.051;-5.785.643
3428395;-3.557.078;-5.765.169
3428396;-3.544.728;-5.911.572
3428397;-3.510.294;-574.362
3428398;-350.525;-5.899.103
3428399;-325.454;-5.905.298
3428400;-3.129.435;-5.968.174
3428401;-3.001.139;-5.795.713
3428402;-2.962.658;-5.850.923
3428403;-2.944.482;-5.691.927
3428404;-2.941.667;-57.35
3428405;-2.837.053;-5.885.955
3428406;-2.778.333;-59.55
3428407;-2.628.861;-5.914.567
3428408;-258.452;-5.789.731
3428409;-2.506.848;-5.896.359
3428410;-294.239;-5.998.128
3428411;-3.625.689;-5.885.509
3428412;-3.704.035;-5.876.973
3428413;-3.508.333;-5.918.333
3428414;-3.477.694;-5.843.114
3428415;-3.229.433;-5.885.335
3428416;-2.524.048;-5.936.219
3428417;-2.583.333;-5.888.333
3428418;-3.251.144;-5.823.605
3428419;-34.446;-5.994.178
3428420;-3.787.261;-5.842.914
3428421;-2.996.667;-59.3
3428422;-2.845.735;-5.612.596
3428423;-3.111.411;-5.855.826
3428424;-3.217.476;-5.878.622
3428425;-3.796.893;-5.997.491
3428426;-3.299.531;-5.882.377
3428427;-2.893.931;-5.866.056
3428428;-2.844.101;-588.401
3428429;-287.687;-5.619.047
3428430;-2.812.145;-5.747.113
3428431;-3.687.045;-5.872.565
3428432;-3.675.616;-5.873.432
3428433;-3.608.978;-5.908.783
3428434;-3.517.687;-5.777.683
3428435;-3.292.132;-5.863.446
3428436;-3.202.228;-5.997.217
3428437;-3.078.778;-5.864.899
3428438;-299.982;-5.820.721
3428439;-2.966.245;-5.817.909
3428440;-2.902.626;-5.648.717
3428441;-2.871.506;-5.623.454
3428442;-285.472;-5.643.035
3428443;-2.815.756;-5.830.765
3428444;-27.85;-5.718.333
3428445;-2.783.333;-5.858.333
3428446;-2.754.142;-5.695.906
3428447;-2.611.046;-5.972.043
3428448;-2.485.811;-5.937.702
3428449;-2.921.667;-59.2
3428450;-2.905.723;-5.650.711
3428451;-2.988.026;-5.735.707
3428452;-273.525;-5.561.294
3428453;-3.090.004;-5.793.162
3428454;-2.745.519;-5.865.389
3428455;-273.674;-5.558.091
3428456;-28.55;-5.951.667
3428457;-3.426.667;-5.986.667
3428458;-3.273.333;-5.956.667
3428459;-3.550.144;-572.435
3428460;-28.1;-5.761.667
3428461;-2.836.828;-5.684.445
3428462;-2.836.667;-5.683.333
3428463;-3.698.795;-5.748.835
3428464;-3.753.288;-5.854.716
3428465;-3.699.254;-5.748.349
3428466;-2.828.664;-5.595.195
3428468;-2.611.304;-5.967.368
3428469;-3.804.147;-581.663
3428470;-3.696.227;-5.965.311
3428471;-2.885.502;-572.725
3428472;-3.593.143;-584.707
3428473;-3.148.913;-5.864.112
3428474;-2.862.848;-5.857.995
3428475;-2.780.419;-5.731.972
3428476;-3.494.232;-5.970.169
3428477;-2.537.419;-5.788.226
3428478;-38.05;-58.2
3428479;-3.299.453;-5.902.891
3428480;-3.117.157;-5.926.875
3428481;-3.162.487;-5.850.524
3428482;-2.929.469;-5.750.494
3428483;-2.929.687;-5.756.505
3428484;-2.929.755;-5.755.878
3428485;-2.571.015;-5.862.741
3428486;-2.558.973;-5.864.046
3428487;-3.598.778;-5.811.467
3428488;-3.580.244;-5.780.515
3428489;-3.118.407;-5.986.751
3428490;-2.870.154;-5.862.406
3428491;-2.866.667;-58.75
3428492;-2.857.457;-5.870.817
3428493;-364.838;-5.974.462
3428494;-3.721.093;-5.969.724
3428495;-3.532.304;-5.761.746
3428496;-3.002.063;-5.907.749
3428497;-3.726.667;-5.758.333
3428498;-3.830.549;-5.871.078
3428499;-3.770.244;-5.928.423
3428500;-3.719.226;-5.981.977
3428501;-3.710.595;-5.830.355
3428502;-3.549.273;-5.741.657
3428503;-3.529.119;-5.972.609
3428504;-3.421.243;-5.976.458
3428505;-3.049.305;-5.857.601
3428506;-3.004.442;-5.820.215
3428507;-2.985.844;-5.915.297
3428508;-2.845.949;-5.872.575
3428509;-2.477.826;-5.879.602
3428510;-2.738.333;-57.9
3428511;-3.082.666;-5.824.124
3428512;-3.728.059;-5.757.147
3428513;-3.541.996;-5.985.605
3428514;-2.546.667;-5.906.667
3428515;-2.850.651;-5.856.834
3428516;-3.691.667;-5.741.667
3428517;-3.661.667;-5.903.333
3428518;-3.571.923;-5.764.652
3428519;-33.9;-5.941.667
3428520;-2.986.165;-5.853.237
3428521;-2.929.698;-5.885.562
3428522;-2.906.667;-5.756.667
3428523;-2.849.795;-5.614.259
3428524;-2.504.111;-5.859.452
3428525;-2.590.077;-5.899.844
3428526;-37.05;-57.8
3428527;-2.816.569;-5.581.729
3428528;-2.751.061;-5.624.809
3428529;-2.598.028;-5.844.324
3428530;-2.588.202;-5.893.136
3428531;-2.570.911;-5.821.904
3428532;-3.073.333;-59.45
3428533;-33.75;-59.75
3428534;-3.796.667;-5.843.333
3428535;-3.592.149;-5.869.835
3428536;-3.577.085;-5.780.684
3428537;-3.364.378;-595.241
3428538;-3.847.789;-5.986.947
3428539;-3.717.643;-586.222
3428540;-3.689.612;-596.038
3428541;-3.678.564;-5.995.218
3428542;-3.678.333;-58.45
3428543;-36.7;-5.676.667
3428544;-3.665.884;-5.905.778
3428545;-3.667.609;-5.765.073
3428546;-3.638.888;-5.963.251
3428547;-3.640.019;-5.780.565
3428548;-357.616;-5.781.011
3428549;-3.533.333;-5.983.333
3428550;-3.524.058;-5.754.168
3428551;-3.528.664;-5.730.462
3428552;-3.479.922;-5.893.494
3428553;-3.291.846;-5.923.266
3428554;-3.278.836;-5.870.034
3428555;-3.274.794;-5.991.144
3428556;-3.257.385;-5.962.841
3428557;-3.237.997;-5.916.742
3428558;-3.226.584;-5.862.841
3428559;-3.105.496;-5.837.483
3428560;-3.046.762;-5.849.663
3428561;-302.977;-5.838.168
3428562;-3.024.552;-587.268
3428563;-2.941.689;-5.772.623
3428564;-292.781;-5.844.756
3428565;-2.827.617;-5.858.225
3428566;-2.815.924;-5.671.434
3428567;-2.813.674;-5.583.754
3428568;-2.775.812;-5.687.497
3428569;-2.666.667;-54
3428570;-2.663.066;-5.404.657
3428571;-2.788.333;-56.8
3428572;-3.802.192;-5.817.765
3428573;-287.442;-5.893.352
3428574;-282.534;-5.578.686
3428575;-264.921;-5.427.425
3428576;-3.367.918;-5.966.633
3428577;-2.662.207;-5.410.842
3428578;-25.7;-59.9
3428579;-3.848.333;-58.65
3428580;-28.15;-56.7
3428581;-3.078.535;-5.999.139
3428582;-37.6;-5.778.333
3428583;-3.741.928;-5.883.422
3428584;-2.842.691;-5.866.115
3428585;-3.111.066;-5.813.282
3428586;-2.518.667;-5.855.745
3428587;-2.510.903;-5.876.909
3428588;-3.853.333;-59.05
3428589;-3.706.779;-5.788.214
3428590;-3.669.056;-579.672
3428591;-3.538.333;-5.871.667
3428592;-2.898.753;-5.796.272
3428593;-3.705.856;-5.967.714
3428594;-377.201;-5.894.026
3428595;-3.060.628;-5.948.162
3428596;-3.827.962;-5.962.426
3428597;-2.925.409;-5.884.261
3428598;-2.560.604;-5.821.576
3428599;-2.795.729;-5.682.288
3428600;-2.778.722;-5.684.643
3428601;-3.624.021;-5.957.431
3428602;-2.854.457;-5.679.548
3428603;-2.812.783;-5.743.437
3428604;-3.717.338;-5.964.253
3428605;-2.800.067;-568.028
3428606;-3.692.212;-5.853.219
3428607;-3.612.447;-5.791.269
3428608;-2.770.498;-5.613.978
3428609;-3.543.962;-5.880.675
3428610;-3.545.873;-5.876.384
3428611;-3.263.305;-5.829.914
3428612;-3.118.047;-5.896.481
3428613;-2.890.293;-5.724.474
3428614;-2.884.232;-5.692.807
3428615;-2.588.747;-5.791.653
3428616;-2.475.283;-5.945.172
3428617;-3.603.284;-5.794.506
3428618;-2.797.696;-575.655
3428619;-3.810.359;-5.813.121
3428620;-38.1;-57.9
3428621;-3.757.344;-5.936.285
3428622;-3.667.354;-5.926.228
3428623;-3.665.673;-5.741.475
3428624;-3.658.302;-5.808.297
3428625;-3.643.944;-5.861.967
3428626;-3.603.871;-5.793.243
3428627;-3.583.333;-5.741.667
3428628;-3.447.312;-5.898.955
3428629;-33.85;-5.946.667
3428630;-33.25;-58.65
3428631;-3.210.101;-5.852.384
3428632;-3.209.822;-5.998.368
3428633;-3.084.676;-5.899.369
3428634;-307.779;-5.783.529
3428635;-3.010.651;-5.801.025
3428636;-2.842.141;-5.624.869
3428637;-2.757.416;-5.653.127
3428638;-2.791.667;-57.5
3428639;-3.756.274;-5.936.295
3428640;-358.619;-5.964.233
3428641;-321.284;-5.849.999
3428642;-3.437.281;-5.995.135
3428644;-2.799.585;-5.758.964
3428645;-3.496.614;-5.920.028
3428646;-3.689.132;-5.918.345
3428647;-3.711.667;-5.736.667
3428648;-2.848.509;-5.594.236
3428649;-3.735.615;-5.863.664
3428650;-3.713.333;-57.5
3428651;-3.711.308;-5.743.286
3428652;-2.845.035;-5.596.415
3428653;-2.598.307;-5.866.541
3428654;-2.453.256;-5.990.073
3428655;-3.747.692;-5.864.039
3428656;-2.833.646;-5.641.122
3428657;-2.522.054;-5.911.115
3428658;-2.471.502;-5.922.831
3428659;-3.543.207;-5.900.785
3428660;-2.756.168;-5.669.338
3428661;-3.831.998;-5.828.524
3428662;-3.794.259;-5.817.298
3428663;-3.781.084;-5.960.863
3428664;-3.730.261;-5.879.795
3428665;-3.668.683;-5.758.555
3428666;-3.659.204;-5.679.728
3428667;-36.15;-57.65
3428668;-3.603.333;-57.9
3428669;-3.598.334;-5.801.132
3428670;-3.578.333;-5.876.667
3428671;-3.554.896;-5.812.408
3428672;-3.550.464;-5.800.941
3428673;-349.807;-5.864.104
3428674;-329.038;-5.844.233
3428675;-3.235.997;-586.319
3428676;-2.971.667;-5.858.333
3428677;-284.941;-5.687.321
3428678;-2.777.261;-5.630.363
3428679;-2.883.333;-5.691.667
3428680;-3.676.569;-5.897.271
3428681;-2.816.667;-5.783.333
3428682;-3.748.087;-5.864.728
3428683;-2.628.431;-5.942.459
3428684;-37.2;-57.8
3428685;-3.823.333;-5.828.333
3428686;-3.608.118;-5.785.686
3428687;-3.605.502;-5.805.724
3428688;-3.563.796;-5.788.126
3428689;-3.673.652;-5.794.998
3428690;-28.55;-5.503.333
3428691;-36.75;-5.791.667
3428692;-2.806.713;-5.665.489
3428693;-3.215.509;-5.888.505
3428694;-2.848.484;-5.656.247
3428696;-2.770.804;-5.632.837
3428697;-3.109.107;-5.868.416
3428698;-3.788.333;-58.45
3428699;-3.776.667;-5.748.333
3428700;-3.197.774;-5.902.657
3428701;-2.875.743;-5.680.985
3428702;-3.762.873;-5.945.359
